fighter_name,fighter_url,height,weight,reach,stance,dob,record,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Julian Marquez,http://ufcstats.com/fighter-details/d0e1b42d41dab603,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",9-6-0,5.06,45%,5.35,,0.00,0%,54%,2.6
Jose Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",32-10-0,3.65,46%,3.81,,0.47,51%,92%,0.1
AJ Cunningham,http://ufcstats.com/fighter-details/d1053e55f00e53fe,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 07, 1994",11-5-0,4.22,29%,6.31,,0.00,0%,46%,0.5
Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",38-19-0 (1 NC),2.92,42%,3.44,,1.50,45%,48%,1.7
Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992",17-6-0,5.54,51%,5.04,,2.21,38%,90%,0.3
Baisangur Susurkaev,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",10-0-0,4.56,58%,2.88,,2.98,28%,100%,1.5
Cub Swanson,http://ufcstats.com/fighter-details/d247691a6c0e9034,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",30-14-0,4.79,51%,4.00,,1.01,50%,63%,0.4
Tabatha Ricci,http://ufcstats.com/fighter-details/d25240135aee03e5,"5' 1""",115 lbs.,"61""",Orthodox,"Feb 21, 1995",12-3-0,4.18,36%,5.19,,2.69,37%,78%,0.1
Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",20-5-0,4.67,52%,4.01,,1.74,34%,65%,0.0
Austin Hubbard,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",17-10-0,3.97,42%,4.10,,1.63,28%,68%,0.1
Fernando Padilla,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,"6' 1""",145 lbs.,"76""",Orthodox,"Dec 15, 1996",16-6-0,6.07,40%,5.74,,0.00,0%,100%,0.6
Rodrigo Nascimento,http://ufcstats.com/fighter-details/d31a5546c0e9b213,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",11-3-0 (1 NC),3.71,47%,4.34,,1.02,37%,60%,0.5
Kai Asakura,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993",21-6-0,2.27,32%,3.53,,0.00,0%,50%,0.0
Talita Alencar,http://ufcstats.com/fighter-details/d35298b6df168456,"5' 1""",115 lbs.,"58""",Orthodox,"Oct 17, 1990",6-1-1,2.62,33%,3.77,,2.50,20%,50%,0.2
Karl Williams,http://ufcstats.com/fighter-details/d35f734c56a89103,"6' 3""",235 lbs.,"79""",Orthodox,"Jan 06, 1990",10-2-0,2.68,48%,2.15,,4.20,48%,100%,0.2
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",29-12-0 (1 NC),2.51,50%,2.49,,0.56,26%,52%,0.0
Norma Dumont,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",12-2-0,3.86,50%,2.16,,1.72,56%,72%,0.0
Austin Bashi,http://ufcstats.com/fighter-details/d3f89fa685bd8420,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001",14-1-0,1.75,47%,2.34,,7.81,41%,62%,1.7
Anthony Smith,http://ufcstats.com/fighter-details/d4c9dcd330403612,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",38-22-0,3.19,49%,5.04,,0.44,22%,50%,0.6
Reinier de Ridder,http://ufcstats.com/fighter-details/d549cefc7c54ab78,"6' 4""",185 lbs.,"78""",Southpaw,"Sep 07, 1990",21-2-0,2.95,52%,2.44,,2.86,27%,66%,0.6
Ryan Loder,http://ufcstats.com/fighter-details/d5bab53a1a603aac,"6' 2""",185 lbs.,"76""",Southpaw,"Jun 05, 1991",8-2-0,5.76,71%,2.51,,1.57,14%,100%,1.6
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",19-5-0,5.12,54%,4.14,,1.58,48%,85%,0.1
Shi Ming,http://ufcstats.com/fighter-details/d683f4870742b273,"5' 2""",115 lbs.,"60""",Orthodox,"Nov 14, 1994",17-6-0,3.12,36%,2.92,,0.81,30%,57%,0.0
Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",16-4-0 (1 NC),3.25,53%,2.93,,2.11,25%,82%,1.9
Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",16-9-0,5.54,43%,5.51,,0.31,22%,74%,0.2
Diana Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",15-10-0,6.45,41%,6.55,,0.86,62%,64%,0.0
Brendon Marotte,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 12, 1996",8-3-0,0.41,50%,5.70,,0.00,0%,0%,0.0
Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",21-1-1 (1 NC),3.66,52%,2.46,,0.80,22%,87%,0.0
Cody Garbrandt,http://ufcstats.com/fighter-details/d8c7c61b176e3994,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",14-7-0,2.88,39%,3.64,,0.93,27%,83%,0.0
Rinya Nakamura,http://ufcstats.com/fighter-details/d8c811df0386d5e8,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",10-1-0,3.27,52%,1.72,,2.58,81%,100%,1.4
Niko Price,http://ufcstats.com/fighter-details/d8da10db80131bec,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",16-9-0 (2 NC),5.13,43%,5.55,,0.98,28%,50%,0.6
Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",20-8-0,2.19,39%,2.87,,3.28,36%,47%,0.3
Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",19-9-0,2.48,42%,4.08,,1.31,35%,52%,1.1
Danny Silva,http://ufcstats.com/fighter-details/d964a59c48381cb6,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997",10-2-0,6.67,55%,7.47,,2.00,33%,81%,0.2
Evan Elder,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",10-2-0,5.66,50%,4.94,,0.48,15%,40%,0.5
Bryce Mitchell,http://ufcstats.com/fighter-details/d9c6f19f958643e9,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 04, 1994",18-4-0,2.27,59%,1.60,,3.24,36%,33%,1.2
Da'Mon Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",17-8-1,4.33,45%,4.19,,1.48,33%,71%,1.5
Mohammed Usman,http://ufcstats.com/fighter-details/da7f113b5ea39c43,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",12-4-0,3.85,39%,4.27,,0.56,14%,66%,0.0
Alex Reyes,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 02, 1986",13-5-0,4.46,46%,6.92,,1.50,28%,0%,0.0
Victor Altamirano,http://ufcstats.com/fighter-details/dc7927cd622676a7,"5' 8""",125 lbs.,"70""",Switch,"Jan 23, 1991",12-5-0,4.58,53%,3.82,,2.88,38%,63%,0.0
Colby Covington,http://ufcstats.com/fighter-details/dc9572dd6ec74859,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",17-5-0,3.81,38%,3.09,,3.64,42%,68%,0.2
Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",11-5-1,3.37,40%,3.69,,2.39,39%,36%,1.0
Mike Malott,http://ufcstats.com/fighter-details/dd6103dd7127db1d,"6' 1""",170 lbs.,"73""",Orthodox,"Nov 07, 1991",12-2-1,4.09,47%,2.96,,2.08,56%,16%,0.7
Kevin Jousset,http://ufcstats.com/fighter-details/dda15dbfafb792df,"6' 2""",170 lbs.,"75""",Orthodox,"May 02, 1993",10-4-0,6.61,51%,6.49,,0.69,40%,100%,0.3
Eduarda Moura,http://ufcstats.com/fighter-details/de594b35c45c2e9a,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994",12-1-0,3.04,37%,2.47,,3.73,37%,80%,0.3
Brian Ortega,http://ufcstats.com/fighter-details/def8166ff24bd237,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",16-5-0 (1 NC),3.84,37%,6.38,,0.93,25%,54%,0.9
Jamall Emmers,http://ufcstats.com/fighter-details/e00a3dee329a51f7,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",21-8-0,5.45,49%,4.07,,1.74,40%,80%,0.2
Chepe Mariscal,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992",18-6-0 (1 NC),4.95,56%,3.07,,2.85,39%,73%,0.2
Lucas Rocha,http://ufcstats.com/fighter-details/e0d3d9b564f95635,"5' 3""",125 lbs.,"64""",Orthodox,"Aug 12, 2000",17-2-0,2.00,44%,4.48,,0.00,0%,61%,0.0
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",27-9-0,4.39,43%,3.36,,0.73,38%,82%,0.0
Alexander Volkanovski,http://ufcstats.com/fighter-details/e1248941344b3288,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",27-4-0,6.18,56%,3.36,,1.67,34%,70%,0.2
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994",17-4-0,4.01,43%,4.47,,3.21,43%,77%,0.2
Justin Tafa,http://ufcstats.com/fighter-details/e13abac8089a801a,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",7-5-0 (1 NC),4.05,54%,5.11,,0.00,0%,53%,0.0
William Gomis,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997",15-3-0,3.48,49%,2.76,,0.86,38%,72%,0.3
MarQuel Mederos,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996",11-1-0,4.84,56%,2.99,,0.00,0%,83%,0.0
Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",17-6-0,3.45,48%,4.25,,4.21,62%,63%,0.5
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992",11-2-0,3.54,47%,2.81,,4.53,54%,73%,0.0
Jacqueline Cavalcanti,http://ufcstats.com/fighter-details/e3964ece586e0635,"5' 8""",135 lbs.,"70""",Orthodox,"Aug 29, 1997",9-1-0,5.73,46%,3.32,,0.00,0%,84%,0.0
Dustin Jacoby,http://ufcstats.com/fighter-details/e4277e87a789d687,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",21-9-1,5.37,47%,4.02,,0.33,25%,62%,0.0
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",17-6-0,6.55,45%,4.33,,0.00,0%,75%,0.4
Dan Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 13, 1993",9-3-0 (2 NC),2.48,43%,3.44,,4.36,35%,55%,1.4
Ernesta Kareckaite,http://ufcstats.com/fighter-details/e4faa79383c9f214,"5' 9""",125 lbs.,"71""",Orthodox,"Jul 05, 1998",6-1-1,7.38,42%,6.09,,0.67,66%,82%,0.0
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d,"6' 4""",205 lbs.,"79""",Orthodox,"Jul 07, 1987",12-3-0,5.00,62%,3.50,,0.11,50%,78%,0.2
Li Jingliang,http://ufcstats.com/fighter-details/e64b96c07d7ce999,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",19-9-0,4.46,42%,3.95,,1.19,41%,60%,0.0
Islam Dulatov,http://ufcstats.com/fighter-details/e803242fb2e41112,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 02, 1998",12-1-0,8.78,54%,4.24,,2.20,100%,100%,0.0
Alexa Grasso,http://ufcstats.com/fighter-details/e8b731feff72294b,"5' 5""",125 lbs.,"66""",Orthodox,"Aug 09, 1993",16-5-1,4.11,41%,3.73,,0.41,35%,54%,0.6
Daniel Barez,http://ufcstats.com/fighter-details/e8fe9c15d348e778,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",17-7-0,3.65,49%,5.95,,1.93,28%,80%,0.6
Azamat Murzakanov,http://ufcstats.com/fighter-details/e90a2f22417af68e,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989",15-0-0,4.93,57%,2.86,,0.58,15%,83%,0.0
Dooho Choi,http://ufcstats.com/fighter-details/e93b04e308913c2e,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",16-4-1,4.67,56%,4.02,,1.43,53%,47%,0.6
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992",11-6-0,4.34,46%,4.44,,1.23,35%,60%,0.2
Mitch Ramirez,http://ufcstats.com/fighter-details/e99eb0ef25885de5,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 03, 1992",8-3-0,3.51,44%,3.98,,0.59,33%,25%,0.0
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",17-10-1 (1 NC),2.50,45%,3.04,,1.43,18%,35%,1.3
Abdul Razak Alhassan,http://ufcstats.com/fighter-details/eae431e70064e046,"5' 10""",185 lbs.,"73""",Orthodox,"Aug 11, 1985",12-7-0 (1 NC),3.64,49%,4.01,,0.84,33%,51%,0.2
Ismael Bonfim,http://ufcstats.com/fighter-details/eb393afdbe3293d5,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",20-5-0,5.73,55%,3.10,,0.96,33%,76%,0.0
Victor Henry,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,"5' 7""",135 lbs.,"68""",Switch,"May 04, 1987",25-7-0 (1 NC),7.17,53%,5.19,,1.04,42%,81%,0.3
Kaue Fernandes,http://ufcstats.com/fighter-details/ec13c393d029297d,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995",11-2-0,4.28,55%,1.42,,1.18,100%,76%,0.0
Colby Thicknesse,http://ufcstats.com/fighter-details/ed7d329d7c29428d,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",7-1-0,2.53,29%,2.73,,0.00,0%,50%,0.0
Ottman Azaitar,http://ufcstats.com/fighter-details/ee18ff42063174df,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",13-3-0,4.43,44%,4.11,,0.00,0%,100%,0.0
Bogdan Guskov,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",18-3-0,4.17,55%,3.30,,0.00,0%,57%,1.1
Song Yadong,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",22-8-1 (1 NC),4.58,43%,4.00,,0.61,38%,73%,0.1
Istela Nunes,http://ufcstats.com/fighter-details/efc67b07eed39794,"5' 4""",115 lbs.,"66""",Orthodox,"Jul 23, 1992",6-6-0 (1 NC),4.28,47%,4.07,,0.00,0%,47%,0.0
Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",17-2-0,3.37,49%,3.36,,2.94,38%,62%,1.6
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",18-15-0,5.43,50%,4.92,,0.78,30%,74%,0.1
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992",20-3-0,4.43,44%,3.62,,0.48,25%,75%,0.0
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",11-7-1 (1 NC),2.20,51%,2.72,,2.05,46%,68%,0.6
Diego Lopes,http://ufcstats.com/fighter-details/f166e93d04a8c274,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",26-7-0,3.70,47%,4.76,,0.35,40%,67%,1.9
Carli Judice,http://ufcstats.com/fighter-details/f1ab6f37492c630a,"5' 7""",125 lbs.,"68""",Southpaw,"Mar 02, 1999",5-2-0,10.73,52%,8.08,,0.70,25%,77%,0.0
Kamaru Usman,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",21-4-0,4.16,51%,2.67,,2.79,44%,89%,0.1
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832,"5' 9""",135 lbs.,"69""",Switch,"Nov 27, 1995",16-8-1,5.43,48%,4.27,,0.34,21%,47%,0.6
Leon Edwards,http://ufcstats.com/fighter-details/f1fac969a1d70b08,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",22-5-0 (1 NC),2.62,54%,2.42,,1.18,36%,63%,0.4
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",19-6-0,4.44,49%,4.09,,0.38,35%,68%,0.1
Victor Hugo,http://ufcstats.com/fighter-details/f264ba50b007f39e,"5' 7""",135 lbs.,"71""",Orthodox,"Nov 22, 1992",25-5-0,3.27,44%,2.95,,0.81,33%,73%,1.2
Ronaldo Rodriguez,http://ufcstats.com/fighter-details/f2900678e98f6d6a,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999",17-3-0,2.71,43%,3.80,,1.09,36%,64%,0.8
Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",17-6-0,3.22,44%,2.25,,2.16,40%,45%,0.4
Nora Cornolle,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989",9-3-0,2.75,54%,1.98,,0.25,11%,47%,0.2
Gabriel Santos,http://ufcstats.com/fighter-details/f2f140ce7532e327,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",12-2-0,4.35,60%,4.31,,3.80,54%,87%,1.2
Jamal Pogues,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,"6' 3""",205 lbs.,"77""",Orthodox,"Dec 01, 1995",11-5-0,3.57,46%,3.97,,2.00,46%,70%,0.0
Bassil Hafez,http://ufcstats.com/fighter-details/f4d92416da98804b,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 31, 1992",9-4-1,3.71,38%,5.68,,2.21,24%,50%,0.0
Diego Ferreira,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",19-6-0,4.82,40%,3.46,,0.86,30%,57%,0.6
Valter Walker,http://ufcstats.com/fighter-details/f5779a2303ed76ec,"6' 6""",265 lbs.,"78""",Orthodox,"Dec 14, 1997",14-1-0,1.90,49%,2.89,,5.43,66%,0%,2.0
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 21, 1994",13-2-0 (1 NC),5.12,52%,4.11,,0.77,17%,53%,0.4
Mason Jones,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995",17-2-0 (1 NC),5.71,41%,4.47,,4.17,55%,81%,0.2
Rhys McKee,http://ufcstats.com/fighter-details/f748267c4ab6c127,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",14-7-1,4.71,40%,7.15,,0.00,0%,47%,0.0
Jonathan Micallef,http://ufcstats.com/fighter-details/f782f953bfe7b5f2,"6' 0""",170 lbs.,"77""",Southpaw,"Mar 05, 1999",8-1-0,4.77,43%,4.00,,0.83,50%,50%,0.8
Pedro Falcao,http://ufcstats.com/fighter-details/f7be1db194e03d7e,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",16-5-0,3.21,48%,3.39,,2.73,25%,66%,0.0
Robert Bryczek,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990",18-6-0,3.74,36%,4.08,,0.56,100%,85%,0.0
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",16-6-0,4.73,53%,3.28,,1.29,38%,61%,0.5
Billy Ray Goff,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,"5' 10""",170 lbs.,"72""",Switch,"Jun 18, 1998",9-4-0,7.51,46%,5.02,,1.75,16%,66%,0.0
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",19-5-0 (1 NC),3.56,50%,2.00,,5.38,48%,31%,0.0
Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",15-3-0,4.44,51%,5.40,,3.31,36%,75%,0.0
Mike Davis,http://ufcstats.com/fighter-details/fb3e61720be4690c,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",12-3-0,4.73,53%,5.23,,2.40,44%,60%,0.8
Josh Emmett,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",19-5-0,3.75,35%,4.46,,1.09,37%,46%,0.1
Torrez Finney,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998",11-0-0,1.77,68%,1.74,,9.31,60%,0%,1.1
Waldo Cortes-Acosta,http://ufcstats.com/fighter-details/fc08099550072fe4,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",14-2-0,5.61,48%,3.51,,0.37,50%,71%,0.1
Nicolle Caliari,http://ufcstats.com/fighter-details/fc0a4053eb8a3a59,"5' 3""",125 lbs.,"62""",Orthodox,"Nov 04, 1996",8-4-0,3.46,38%,7.01,,2.88,24%,0%,1.0
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",16-10-0,4.10,49%,3.32,,0.83,27%,62%,0.6
Chris Duncan,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",14-2-0,4.64,44%,4.53,,3.17,42%,50%,0.5
Gunnar Nelson,http://ufcstats.com/fighter-details/fd55393021a8c255,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",19-6-1,1.77,61%,3.06,,2.00,52%,68%,1.0
Raul Rosas Jr.,http://ufcstats.com/fighter-details/fe2babf95de24fb1,"5' 9""",135 lbs.,"67""",Switch,"Oct 08, 2004",11-1-0,1.51,44%,1.37,,4.01,41%,0%,1.1
Charles Radtke,http://ufcstats.com/fighter-details/feedf3053472fe56,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 09, 1990",10-5-0,3.11,49%,3.66,,0.49,12%,100%,0.0
Nazim Sadykhov,http://ufcstats.com/fighter-details/ff62013d2fce6d13,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",11-1-1,5.55,50%,5.89,,1.29,55%,75%,0.3
Jean Matsumoto,http://ufcstats.com/fighter-details/ffd3224638c01b57,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",17-1-0,5.43,41%,5.43,,2.14,41%,53%,0.6
David Onama,http://ufcstats.com/fighter-details/ffe9703408fb5964,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 07, 1994",14-2-0,5.24,50%,4.73,,1.08,30%,52%,0.5
